Lap Details,Laptop state,Laptop price
Dell Latitude 5490 Notebook Core i5 8150U 1.6GHz 8GB 250GB SSD WebCam Windows 10,Pre-owned,£444.00
Lenovo X240 Core i5 4Gen. 4200U 4GB 120GB SSD HDD Grade B Windows 7/10,Pre-owned,£238.68
Lenovo Thinkpad L580 i5-8250U 16GB 128GB SSD VGC Notebook,Very Good - Refurbished,£367.01
HP EliteDesk 400 G5 Core i5-9500T 2.20 GHz 8 GB 256 GB SSD Windows 11 Pro,Pre-owned,£125.00
HP ProBook 640 G1 /INTEL CORE I5-4210M CPU /128GB SSD /WIN 10/ USED/#A158,Pre-owned,£84.69
Dell Latitude E5470 i5-6300HQ 8GB ram Boots to bios No HDD laptop  AS IS,Parts only,£80.00
"Dell Latitude E6420 Intel Core i5 2520M 2.50GHz, BT, WiFi, LAN, No WebCam ",Pre-owned,£161.69
"Dell Latitude E7270 12.5"" i5-6300U 16GB 240GB SSD 1920x1080 A-Ware Win 10 Home",Very Good - Refurbished,£167.10
2 LCD Notebooks to Review ,Parts only,£25.66
HP EliteBook 820 G1 Notebook PC i5-4200U 1.60GHz 8GB 256GB SSD,Pre-owned,£136.02
Wortmann AG Mobile 1524 Intel Core 2 Duo T6670 Windows 10 Pro 320GB HDD 3GB Memory,Pre-owned,£55.56
"HP ZBook Studio G5 15.6"""" Notebook i7-8850H 32GB 512GB SSD FHD P2000 4GB UK ",Pre-owned,£401.23
"Sony PCG-61315L Laptop ,VPCEA, Laptop",Pre-owned,£45.01
*3 Years WW* HP ProBook 640 G2 i5-6300U 16GB 240GB SSD DRW W10P FHD Cam,Pre-owned,£184.79
"Lenovo ThinkPad L470 i5 6300U 8GB 120GB SSD 14"" HD Grade B Laptop",Pre-owned,£144.58
HP ProBook 640 G1 /INTEL CORE I5-4210M CPU /128GB SSD /WIN 10/ USED/#A182,Pre-owned,£84.69
*3 Years WW* Lenovo ThinkPad T420 i5-2520M 8GB 1TB SSD DVD W7 uCam,Pre-owned,£122.34
"Dell INSPIRON Laptop 335815.6"" Intel Core i3-5015U @ 2.10GHz 8GB RAM 256GB HHD",Pre-owned,£75.01
"Dell Latitude 7410 14"" Laptop Core i5 16GB 512GB SSD Win 11 Pro 1 Yr Wty B v.WCA",Very Good - Refurbished,£279.55
"Odys Winbook 14, 4GB/64GB/256GB, Win10, 2x SSD, Intel Quad Core ",Pre-owned,£247.24
Dell OptiPlex 9020M I5 8GB SSD 128GB Refurbished Mini Desktop PC,Refurbished,£84.76
HP 14-ck0825n0 Motherboard & Keyboard *READ*,Parts only,£25.00
Packard bell N1400 Laptop For Parts Only,Parts only,£9.99
Verbatim 32GB Premium microSDHC Memory Card with Adapter,Pre-owned,£7.50
"TOP Dell Latitude E6440 14.1"""" i5-4310M SSD 1366x786px HD Windows 10 KAM DVD",Pre-owned,£213.02 to £418.34
"Dell Latitude 7280 I5-6200U Max. 2.8GHz 12.5"""" 1366x768 HD Win10 Pro USB-C",Pre-owned,£213.02 to £349.90
"New listingLenovo ThinkPad X1 Carbon - 14"" Notebook - Core i7 1.7GHz 35.6cm",Brand new,"£2,122.99"
Lot of 12 Lenovo hp Dell GRADE A Notebooks - Store Market Reseller,Pre-owned,"£2,052.33"
New listingHP 14-em0154ng - AMD Ryzen 5 - 35.6cm (14''') - 1920 x 1080 Pixel - 16GB,Brand new,£550.08
"New listingHP EliteBook 840 G9 Laptop 35.6 cm (14"") WUXGA Intel® Core™ i7 i7-1255U 16",Brand new,"£1,343.74"
"Acer Chromebook C731 11.6""  Celeron 1.6GHz 4GB RAM 32GB Read Description",Pre-owned,£30.00
Gateway Laptop  Model MA7  Intel Centrino Duo NO HD NO Mem. Not Powering,Parts only,£15.00
GENUINE ORIGINAL ASUS AD59230 PC700 PC900 PC901 GENUINE ORIGINAL NEW,Brand new,£16.25
"HP ChromeBook 14a-na1083cl 14"" (128GB eMMC, Intel Celeron N4500, 1.10 GHz, 4GB)",Pre-owned,£75.01
*3 Years WW* HP ProBook 450 G3 i5-6200U 8GB 480GB SSD UBUNTU FHD Cam,Pre-owned,£195.05
*3 Years WW* Lenovo ThinkPad T420 i5-2520M 8GB 500GB DVD W10P uCam,Pre-owned,£106.94
"Dell Chromebook 11 3180 11.6"" (Intel Celeron 1.60GHz, 16GB eMMC, 2GB RAM) No Box",New (other),£100.01
"New listingLenovo ThinkPad P14s - 14"" Notebook - 4.8GHz 35.6cm",Brand new,"£2,040.93"
"Samsung Plus LTE 12.2"" (32GB eMMC, Intel Celeron, 1.50 GHz, 4 GB) Convertible...",Pre-owned,£130.02
"Toshiba Satellite C855D-S5230 15"" Laptop AMD E1 Laptop notebook Repair or parts",Pre-owned,£29.99
Toshiba Laptop,Pre-owned,£85.55
Renovated Lenovo i3-4590 4GB 500GB HDD Desktop PC,Refurbished,£50.82
TOSHIBA SATELLITE C655D-S5236,Parts only,£18.95
Used Dell Inspiron 15-3751 8GB RAM 128GB Storage /w Charger,Pre-owned,£90.01
Fujitsu 13.3 Type Flexible Electronic Paper Quaderno A4 FMVDP41 2nd Generation,Brand new,£378.78
Easy to Use Laptop Easy to Wear Educational &e,Brand new,£12.56
*1 Year WFL* Acer Aspire ES1-432 N3350 8GB 120GB SSD UBUNTU HDTV Cam,Pre-owned,£87.26
"HP ProBook 455 G1 15.6"" Laptop AMD A8-5550 APU 2.1GHz 8GB No HDD Radeon",Pre-owned,£89.96
toshiba satellite p855 ,Pre-owned,£40.00
SAMSUNG DDR3 2RX8 PCL3 12800s 1600MHZ 8GB MEMORY BAR.,Pre-owned,£10.27
"15.6"""" Laptop for 10 HD 1920x1080 Quad Core 16GB Memory 1TB SSD Lap GOD",Brand new,£270.89
Lenovo ThinkPad X270 i5-6300U 8GB 480SSD 1366x768 A-Ware Windows 10 Professional,Very Good - Refurbished,£146.20
INTEL CORE i3-4130 SR1NP 3.4GHZ 3MB LGA 1150 CPU PROCESSOR ,Pre-owned,£19.95
New listingHP Elite Dragonfly G2 i7-1185G7 16GB 512 SSD*ITALIAN* QWERTY - Notebook,Brand new,"£1,897.49"
Microsoft Surface Laptop 2 1769 TOUCH i5-8350U 8GB RAM 256GB SSD 158 cycles+pen,Pre-owned,£240.02
"New listingMicrosoft Surface Laptop 5 34.3 cm (13.5"") Touchscreen Intel® Core™ i7",Brand new,"£2,313.56"
ASUS G75V miscellaneous parts,Pre-owned,£50.01
"Lenovo Thinkpad R500 15"" Laptop Celeron 575 1gb Ram No Drives Boots Bios",Pre-owned,£70.01
"15.6"""" Laptop for 10 HD 1920x1080 Quad Core 16GB Memory 1TB SSD Lap FAT",Brand new,£270.89
"New listingMicrosoft Surface Laptop 5 34.3 cm (13.5"") Touchscreen Intel® Core™ i7",Brand new,"£2,361.60"
 Lenovo X250 Core i5 5Gen. 5200U 8GB 512GB SSD NEW USB 3.0 Windows 10 ,Pre-owned,£315.68
HP Elitebook 840 G3 i5-6300U 2.40GHz 8GB 256GB SSD #A99☆,Pre-owned,£127.47
Shop on eBay,Brand New,$20.00
"Dell LATITUDE 7280 Core i5 2.6Ghz 8GB 128GB SSD 12.5"" Bluetooth, Windows 10",Pre-owned,£512.44
"Laptop 16"""" 12+512GB Intel Celeron N5095 Windows 11 Computer Notebook WiFi",Brand new,£238.68
"Dell Latitude 7490 i5-8350U 3.6Ghz 16GB 14"" 256GB SSD M.2 W10 Pro Notebook",Very Good - Refurbished,£247.24
 Lenovo X250 Core i5 5Gen. 5200U 8GB 240GB SSD NEW USB 3.0 Windows 10 ,Pre-owned,£298.57
"Hp Laptop  465 G Storage 2.5 hrz. ,4,G Ram",Pre-owned,£225.03
Lenovo ThinkPad T450 Core i5 5300U 8GB 128GB SSD Bluetooth Windows 10,Pre-owned,£187.35
"Dell Latitude E5500 15.4"" (Intel Core 2 Duo 2.53GHz 4GB 160GB Win 7) Laptop",Pre-owned,£59.47
"ANMESC Laptop Computer LT1504 15.6"" with 1080P FHD Display, Quad-Core Intel 2.4g",Parts only,£59.01
"New listingDell LATITUDE 5430 - 14"" Notebook - Core i5 1.3GHz 35.6cm",Brand new,£810.93
"New listingMicrosoft Surface Laptop 5 34.3 cm (13.5"") Touchscreen Intel® Core™ i7",Brand new,"£2,121.32"
Anitech Electronic Notebook NB64 Phone Number Store Address Book Data Speech #1,Pre-owned,£31.65
"New listingLenovo ThinkPad P14s Mobile workstation 35.6 cm (14"") WUXGA Intel® Core™ i7",Brand new,"£1,343.25"
"14"" FHD Dell Latitude 5411 Touch i5-10400H 2.6GHz 256GB SSD 16GB RAM NO OS",Pre-owned,£310.01
"Dell Latitude 3580 15.6"" Laptop Intel 1.8GHz 4GB 500GB w/ A.C Webcam/HDMI #69",Pre-owned,£75.00
New listingLaptop 12+512GB SSD 16-Inch Window 11 i7N5095 Netbooks 1920 x 1200 PC Netbooks DE,Brand new,£230.98
Lenovo LOQ 15IRH8 15.6-Inch 144Hz16GB FHD Laptop French Keyboard NEW!,Brand new,£855.49
Fujitsu S762 i5-3320M 4GB 320GB DVD HD 13.3' Windows 7/10 PRO ,Pre-owned,£178.80 to £375.56
"New listingMicrosoft Surface Laptop 5 34.3 cm (13.5"") Touchscreen Intel® Core™ i7",Brand new,"£2,169.38"
Dell Latitude 5500 Notebook Core i5 8365U 1.6GHz 8GB 500GB HDD WebCam Windows 10,Pre-owned,£512.44
Lenovo 20LD001DUS Thinkpad X1 Yoga 20LD 256 GB Intel Core i5 16 GB RAM - Black,Brand new,"£1,800.43"
"Lenovo IdeaPad 3 14IIL05 14"" (128GB SSD, i5-1035G1, 4GB RAM) *read description*",Pre-owned,£275.03
Dell Latitude 14 Rugged Extreme 5424 i5-8350U 256GB SSD 16GB windows 11pro,Pre-owned,£349.04
12 Pack Computer Laptop Lenovo HP Dell Grade A - Reseller Flea Market Store,Pre-owned,"£2,238.75"
LENOVO ThinkPad T460 i5 2.40GHz 256GB SSD 8GB FHD Backlight Memory,Pre-owned,£195.91
"Dell Latitude E7270 12.5"" i5-6300U 16GB 240GB SSD 1920x1080 A-Ware",Very Good - Refurbished,£155.70
"Dell Latitude 5300 (2-in-1) 13.3"" FHD Touch 1.9GHz i7-8665U 16GB 256GB Win 10",Pre-owned,£250.03
Dell Latitude 7490 i5-8250U 16GB 480GB SSD 1920x1080 A-Ware,Pre-owned,£279.13
"Dell Latitude 100L 15"" Notebook (Intel Pentium 4) No Ram No Hard Drive￼",Parts only,£47.53
"LENOVO THINKPAD E440 14"" Intel Core i3-4000M 2.40GHz 4GB RAM 500GB HDD BT WIN 10",Pre-owned,£80.00
"PC Laptop Notebook 12+512GB SSD Window11 i7N5095 German Keyboard Sticker 16""",Brand new,£230.98
"Acer Chromebook 314 / touchscreen - 14"" display - blue gray - good condition ",Pre-owned,£153.13
"Dell Inspiron 1545 Laptop Case # Memory, # HDD # Power Button",Parts only,£16.48
Dell Latitude 7390 2 in 1  i7 8650U 1.9Ghz 16GB 512 GB SSD 1080P Win10 Pro,Pre-owned,£225.03
Bottom Plate (Toshiba Satellite A205-S4587) ($),Pre-owned,£20.00
"New listingLenovo ThinkPad - 15.6"" Notebook - Core i5 1.3GHz 39.6cm",Brand new,"£1,028.86"
Dell Inspiron 1100 PP07L Laptop Computer,Pre-owned,£100.01
Dell Latitude E5270 i5-6300U 8GB 240GB SSD 1366x768A-Ware Windows 10 Pro,Very Good - Refurbished,£150.57
Dell Latitude 7390 i5-8350U 16GB 240GB SSD 1920x1080A-Class Windows 10 Home,Very Good - Refurbished,£204.51
HP ProBook 640 G1 /INTEL CORE I5-4210M CPU /128GB SSD /WIN 10/ USED/#A149,Pre-owned,£81.27
"Toshiba Satellite C55-B5101 Laptop Celeron N2840 2.16GHz 4GB-500GB HDD 15.6"" ",Pre-owned,£74.58
*3 Years WW* Dell Latitude E7470 i5-6300U 16GB 480GB SSD W11P FullHD Cam,Pre-owned,£200.19
"Dell Latitude 7414 Rugged i5-6th 2.40 GHz 14""  8/512GB SSD LTE . NOT TOUCH",Pre-owned,£259.03
Dell Inspiron 3501 i5-1035G1 1.00GHz 8GB RAM/500GB SSD,Pre-owned,£180.02
"14"" FHD HP ProBook 445 G8 Ryzen 5 5600U 2.3GHz 512GB SSD 16GB RAM NO OS",Pre-owned,£285.02
Acer Aspire 5 A515 Series AMD Ryzen 3 CPU,Pre-owned,£200.02
Microsoft Surface 1805 Base,Pre-owned,£150.02
Toshiba Satellite Laptop M305-S49201 As Is,Parts only,£29.00
AS IS PARTS Lot of Laptops Toshiba Compaq intel pentium,Parts only,£45.00
LENOVO ThinkPad X250 i5 2.3GHz 256 SSD 8GB MEMORY WIN 10 GOOD-,Pre-owned,£136.02
*3 Years WW* Dell Latitude E5550 i5-5300U 4GB 120GB SSD UBUNTU Cam,Pre-owned,£138.59
*1 Year WFL* Acer Aspire ES1-432 N3350 8GB 120GB SSD W10P HDTV Cam,Pre-owned,£108.65
*3 Years WW* HP EliteBook 850 G3 i5-6200U 16GB 500GB UBUNTU FullHD Cam,Pre-owned,£198.47
"New listingHP ProBook 445 G10 Laptop 35.6 cm (14"") Full HD AMD Ryzen™ 5 7530U 8 GB",Brand new,£681.95
"ASUS Chromebook C433T 14"" 2-in-1 Flip Touch - Read Description",Pre-owned,£200.01
"Dell Latitude E7270 Laptop - 2.6 GHz i7-6600U 8GB 256GB SSD 12.5""-Touch",Pre-owned,£145.82
New listingLenovo ideapad 1 151JL7 New Open Box,New (other),£345.04
"New listingMicrosoft Surface Laptop SE 29.5 cm (11.6"") HD Intel® Celeron® N N4120 8 GB",Brand new,£339.44
"New listingHP 250 G9 Laptop 39.6 cm (15.6"") Full HD Intel® Core™ i7 i7-1255U 16 GB",Brand new,£825.02
"New listingLenovo ThinkPad P1 Gen 6 Mobile workstation 40.6 cm (16"") WQXGA Intel® Core™",Brand new,"£2,891.07"
"New listingMicrosoft Surface Laptop 5 34.3 cm (13.5"") Touchscreen Intel® Core™ i7",Brand new,"£1,784.92"
"New listingMicrosoft Surface Laptop 5 34.3 cm (13.5"") Touchscreen Intel® Core™ i7",Brand new,"£1,784.92"
"New listingLenovo ThinkPad - 14"" Notebook - 2GHz 35.6cm",Brand new,"£1,052.64"
"New listingLenovo ThinkPad - 14"" Notebook - 2GHz 35.6cm",Brand new,"£1,016.96"
Flat Notebook Lenovo U430 i5 Touchscreen 500GB SSD 8GB RAM WLAN Windows 11,Pre-owned,£220.97
"FOR PARTS HP 15.4"" Pavilion DV5000 (Turion 64 ML-32/1.80 GHz/NO RAM/NO HDD)",Parts only,£35.00
*3 Years WFL* Lenovo ThinkPad T420 i5-2520M 8GB 480GB SSD DVD W7 uCam,Pre-owned,£100.95
Dell Latitude E7470 i5-6300U 8GB 240GB SSD 1920x1080 A-Ware Win 10 Home,Very Good - Refurbished,£189.92
HP Deskjet 3633 Printer Print Scan Copy Web,Pre-owned,£25.00
*3 Years WW* HP EliteBook 850 G1 i5-4300U 4GB 120GB SSD W7 Cam,Pre-owned,£120.62
"Dell Latitude E7470 Intel Core i5-6300u 2.4Ghz 8GB RAM, 128GB SSD Win. 11 Pro",Pre-owned,£82.01
Compaq Presario AZERTY Laptop,Pre-owned,£55.61
"Toshiba Portege R700 13.3"" | i5-2.4GHz | 4GB 240GB SSD Windows XP & Windows 10",Pre-owned,£190.02
New listingHP Spectre x360 14-eu0175ng - 14''' Notebook - Core Ultra 7 35.6cm,Brand new,"£1,864.12"
"Dell Latitude 5490 14"" Laptop Core i5-8350U 8GB RAM 500GB HDD W11P COMPUTRACE",Pre-owned,£155.01
"HP Chromebook 14-db0023dx 14 inch (32GB, AMD A4 Dual-Core, 2.40GHz, 4GB)...",Pre-owned,£100.01
Dell Latitude E7270 i5-6300U 16GB 480GB SSD 1366x768A-Ware Windows 10 Pro,Very Good - Refurbished,£169.01
Shop on eBay,Brand New,$20.00
Dell Latitude 5500 Notebook Core i5 8365U 1.6GHz 8GB 500GB HDD WebCam Windows 10,Pre-owned,£512.44
"LENOVO THINKPAD E440 14"" Intel Core i3-4000M 2.40GHz 4GB RAM 500GB HDD BT WIN 10",Pre-owned,£80.00
"PC Laptop Notebook 12+512GB SSD Window11 i7N5095 German Keyboard Sticker 16""",Brand new,£230.98
HP ProBook 640 G1 /INTEL CORE I5-4210M CPU /128GB SSD /WIN 10/ USED/#A149,Pre-owned,£81.27
*3 Years WW* HP EliteBook 850 G1 i5-4300U 4GB 120GB SSD W7 Cam,Pre-owned,£120.62
"Toshiba Satellite C55-B5101 Laptop Celeron N2840 2.16GHz 4GB-500GB HDD 15.6"" ",Pre-owned,£74.58
ORIGINAL TOSHIBA SU-208 ULTRASLIM 9.5MM BURNER,Pre-owned,£8.29
"Dell Latitude E7470 Intel Core i5-6300u 2.4Ghz 8GB RAM, 128GB SSD Win. 11 Pro",Pre-owned,£82.01
Compaq Presario AZERTY Laptop,Pre-owned,£55.61
"Toshiba Portege R700 13.3"" | i5-2.4GHz | 4GB 240GB SSD Windows XP & Windows 10",Pre-owned,£190.02
New listingHP Spectre x360 14-eu0175ng - 14''' Notebook - Core Ultra 7 35.6cm,Brand new,"£1,864.12"
"Dell Latitude 5490 14"" Laptop Core i5-8350U 8GB RAM 500GB HDD W11P COMPUTRACE",Pre-owned,£155.01
"ASUS VivoBook Go L510MA Laptop 15.6"" FHD Intel Celeron-N4020 4GB RAM,128 eMMC",Pre-owned,£180.01
"HP Chromebook 14-db0023dx 14 inch (32GB, AMD A4 Dual-Core, 2.40GHz, 4GB)...",Pre-owned,£100.01
Dell Latitude E7270 i5-6300U 16GB 480GB SSD 1366x768A-Ware Windows 10 Pro,Very Good - Refurbished,£169.01
HP ProBook 640 G1 /INTEL CORE I5-4210M CPU /128GB SSD /WIN 10/ USED/#A179,Pre-owned,£72.72
Dell Ultrabook E7450 Core i5-5300u 2.3GHz 8GB 1TB Webcam FHD Win 11 Pro Laptop,Pre-owned,£185.02
"New listingAsus U81A 14"" Laptop Intel Core 2 Untested As Is!",Parts only,£29.99
Dell Latitude 5400 i7-8665U 16GB 480GB SSD 1920x1080 A-Ware Windows 11 Touch,Very Good - Refurbished,£307.78
*3Years WW* Dell Latitude E5270 i3-6100U 16GB 120GB SSD W10H Cam,Pre-owned,£136.88
"New listingLenovo Thinkpad T490 i7-8665u 1.9GHz 256GB SSD 8GB 14"" FHD HDMI Windows 10",Pre-owned,£175.02
"14"" FHD HP ProBook 445 G9 Ryzen 5 5625U 2.3GHz 512GB SSD 32GB RAM NO OS",Pre-owned,£400.04
"DELL 7290 4GB/256GB i5-8350U, Win 10 12.5"" Laptop QWERTZ ",Pre-owned,£121.48
"New listingLenovo ThinkPad T16 - 16"" Notebook - Core i5 1.3GHz 40.6cm",Brand new,"£1,635.39"
"New listingSamsung Galaxy Tab S 128GB Gray - 11"""""""" Tablet (SM-X706BZAAEUB)",Brand new,£821.27
Dell Latitude 3570 i5-6200u 2.30ghz 4GB RAM 500 HD Windows 10Pro,Pre-owned,£79.97
"New listingMicrosoft Surface Laptop 5 34.3 cm (13.5"") Touchscreen Intel® Core™ i5",Brand new,"£1,645.00"
"New listingMicrosoft Surface Laptop 5 34.3 cm (13.5"") Touchscreen Intel® Core™ i5",Brand new,"£1,645.00"
"HP EliteBook 725 G3 12.5"" AMD Pro A10-8700B R6 4GB 128GB SSD#S231",Pre-owned,£71.01
"Dell Latitude E5470 i5 6300HQ 8GB 240GB SSD 14"" HD Grade A Laptop",Pre-owned,£230.13
"N64_ Acer Extensa 7630EZ 17"" Duo 4GB HDD 256GB Win 10 Laptop PC",Parts only,£42.34
"Dell Latitude 7420 14"" 2021 FHD 3.0GHz i7-1185G7 32GB 512GB SSD - Fair Condition",Pre-owned,£400.04
2019 Toshiba Satellite Pro 15,Pre-owned,£115.49
HP Chromebook 11A - Very Durable Model Dark + Orange QWERTY - 32/4GB - Used,Pre-owned,£128.32
"Lenovo IdeaPad i7-6560U 13.3"" 1920 x 1080pixels (Camera Does Not Work)",Pre-owned,£200.02
Dell Optiplex 990,Pre-owned,£60.01
Dell Inspiron 15.6 in 3580 | 1 TB | 8GB Ram | Windows 11 | Touch Screen | 2020,New (other),£249.03
*3 Years WW* HP EliteBook 850 G3 i5-6200U 4GB 120GB SSD UBUNTU FullHD Cam,Pre-owned,£177.94
"Dell Latitude E5570 15.6"" (39.6cm) i5-6200U 3.00GHz 8GB 256GB SSD",Pre-owned,£136.88
Touch HP EliteBook Folio 1020 G1 M-5Y51 8GB 480GB SSD QHD A-Ware Windows 10 Pro,Very Good - Refurbished,£210.84
"DELL Latitude E5450 14""  INTEL CORE I5-5300U 2.30GHZ 8GB RAM",Pre-owned,£90.00
ASUS R512 R512C FRAME LCD DISPLAY FRAME,Pre-owned,£9.15
DELL INSPIRON 1200 PP10S LAPTOP COMPUTER WITH POWER ADAPTOR XP ,Parts only,£65.01
"New listingHP 255 G9 15.6"""" FHD IPS R5-5625U 8GB/512GB SSD Win11 7N068ES (7N068ES#ABD)",Brand new,£550.08
"New listingLenovo ThinkPad - 15.6"" Notebook - 2GHz 39.6cm",Brand new,"£1,076.43"
"Dell Precision 5540, Intel Core i7-9850H 2.6GHz, 32GB RAM, 1TB SSD 15.6"" Quadro",Pre-owned,£440.04
"ASUS Vivobook Go 12 L210 11.6"" Ultra-Thin Laptop, 2022 Versi_384_Used",Pre-owned,£146.13
"New listingHP ProBook 445 G10 Laptop 35.6 cm (14"") Full HD AMD Ryzen™ 5 7530U 8 GB",Brand new,£758.52
"New listingLenovo ThinkPad P16 Mobile workstation 40.6 cm (16"") WQXGA Intel® Core™ i7",Brand new,"£2,369.12"
"Lenovo YOGA 720-15IKB 15.6"" Intel Core i7-7700HQ @ 2.8GHz - 8GB DDR4 - 256GB SSD",Pre-owned,£300.04
"Apple iMac 27"" Mid-2011 2.7GHz Core i5-2500S Sn: D25HN197DHJW (Power Port Broke)",Parts only,£80.01
Odys Mybook 14 Pro 4GB / 64GB / 500GB SSD Quad Core Win10,New (other),£298.57
"Gateway Ultra Slim Notebook, 15.6-in FHD,Pentium Silver N5030,4GB,128GB,Charcoal",Pre-owned,£148.02
Lenovo ThinkPad L470 i5-6300U 8GB 1TB SSD 1366x768 A-Ware Windows 10 Pro,Very Good - Refurbished,£182.31
"16"" Laptop for N5095 CPU for Windows10 11 2.4G 5G Wifi 1920x1200H EGG",Brand new,£233.43
Medion Akoye 3123 Dual-Core Intel Laptop. # Ra # HDD (251),Parts only,£17.75
"HP COMPAQ 6720S 15.4"""" SCREEN WINDOWS 7 PORTABLE NOTEBOOK",Pre-owned,£47.05
Dell Latitude 7480 Laptop I5-6300U 2.40GHz No OS,Pre-owned,£80.00
"15.6"" Lenovo ThinkPad E580 i5-8250u@1.60GHz 8GB Ram No HDD Used Condition #MP6",Pre-owned,£135.98
"New listingMicrosoft Surface Laptop 5 38.1 cm (15"") Touchscreen Intel® Core™ i7",Brand new,"£1,899.92"
"New listingMicrosoft Surface Laptop 5 38.1 cm (15"") Touchscreen Intel® Core™ i7",Brand new,"£1,899.92"
AS IS Samsung Chromebook Pro XE510C25 12.3'' 2in1 Core M7 16GB 64GB ChromeOS,Parts only,£117.51
"Dell XPS 13 9343 13.3"" Touch i7-6600U 2.60GHz 8GB RAM (P54G) Touchscreen",Pre-owned,£255.98
"New listingMicrosoft Surface Laptop 5 38.1 cm (15"") Touchscreen Intel® Core™ i7",Brand new,"£1,802.83"
"New listingMicrosoft Surface Laptop 5 38.1 cm (15"") Touchscreen Intel® Core™ i7",Brand new,"£1,832.97"
New listingTravel Office Case i5 Slimnotebook SSD Printer Epson F100 Windows 11,Pre-owned,£420.90
*3 Years WW* Dell Latitude E5550 i5-5200U 8GB 120GB SSD W10H HDTV Cam,Pre-owned,£158.27
"New listingHP ProBook 440 G9 Laptop 35.6 cm (14"") Full HD Intel® Core™ i5 i5-1235U 8 GB",Brand new,£758.52
"Microsoft Surface Book 2, i5 Intel, 128 SSD, 8 GB Ram",Pre-owned,£220.03
DELL LATITUDE E6330 13.3 CPU I7-3540M 4GB HDD 500GB WIN 10 NOTEBOOK PC,Good - Refurbished,£111.13
Dell Latitude 5480 i5-6300U 16GB 240GB SSD 1366x768A-Ware Windows 10 Pro,Very Good - Refurbished,£193.73
"New listingLenovo ThinkPad - 14"" Notebook - Core i5 1.3GHz 35.6cm",Brand new,"£1,112.11"
New listingDell Inspiron 1720 Webcam Core 2 Duo 2 GB RAM Windows 10 Activated #303,Pre-owned,£60.00
"DELL LATITUDE 2 in 1  3379 13"" FHD Touch I5-6300U 256GB SSD 8GB W10P  Backlit  ",Pre-owned,£200.02
Dell Studio PP31L Laptop Dual CPU T3400 @ 2.16GHz 2.17GHz 4GB RAM 320GB HDD,Pre-owned,£199.02
"Bytespeed C15B - 15.6"" Laptop - Intel i5-4210M 8GB RAM 128GB SSD - Windows 10",Pre-owned,£160.02
Shop on eBay,Brand New,$20.00
"Dell e5270 i5-6200u Max. 2.8GHz 12.5"" HD 1366x758px Windows 10 ",Pre-owned,£217.29 to £371.28
"Laptop 15.6"""" IPS 1920x1080 4 Core CPU 12GB Memory 512GB ROM Laptop Computer BHC",Brand new,£235.53
"Dell LATITUDE 7390 Core i5 8150U 8GB 256GB SSD 13.3"" 1920x1080 Original Packaging",New (other),£580.88
"Powered Fujitsu LifeBook u749 14"" Full HD i5-8365U SSD Max 4.1GHz Win10 Camera",Pre-owned,£315.68 to £384.12
"Dell Latitude E7270 12.5"""" Intel i5-6300U 2.40GHz 8GB 256GB SSD Memory",Pre-owned,£130.69
"Samsung Galaxy Book 14"" (128GB SSD, Qualcomm Snapdragon7C, 2.55 GHz, 4GB)...",New (other),£200.02
Dell Latitude 7480 i5-6300U 8GB 240SSD 2560x1440 A-Ware Win 10 Home Touchscreen,Very Good - Refurbished,£221.74
*3 Years WW* HP ProBook 450 G5 i5-8250U 16GB 120GB SSD wi10 FullHD Cam,Pre-owned,£273.76
Dell Latitude E6420; 2.5GHz i5-2520M CPU; 16GB DDR3 1333MHz Memory; 500GB SSD,Pre-owned,£178.80
"New listingHP ProBook 440 G9 Laptop 35.6 cm (14"") Full HD Intel® Core™ i5 i5-1235U 8 GB",Brand new,£702.00
"Lenovo FLEX 3-1130 11.6"" PARTS ONLY NO MOBO please read description",Parts only,£19.99
LENOVO ThinkPad X240 i5 1.9GHz 256 SSD 8GB WIN 10 Memory,Pre-owned,£132.60
"Dell Latitude E7470 Intel Core i5-6300u 2.4Ghz 8GB RAM, 128GB SSD Win. 11 Pro",Pre-owned,£82.01
HP Elitebook 840 G3 Notebook CPU i5 6300u 2.5GHZ 16GB NVMe 256GB +HDD 500GB,Very Good - Refurbished,£153.99
"HP ProBook 470 G3 Intel i5 6200U 2.30 GHz 8GB RAM 1TB HDD 17.3"" Win 10",Very Good - Refurbished,£204.83
"Dell Latitude 3580 15.6"" Laptop Intel 1.8GHz 4GB 500GB w/ A.C Webcam/HDMI #69",Pre-owned,£75.00
Dell Latitude E5270 i5-6200U 8GB 240GB SSD 1366x768A-Ware Windows 10 Home,Very Good - Refurbished,£144.29
*3 Years WW* HP ProBook 450 G3 i5-6200U 4GB 120GB SSD UBUNTU FHD Cam,Pre-owned,£172.81
"New listingMicrosoft Surface Pro 7 12.3"" (128GB SSD, Intel Core i5 10th Gen, 3.70GHz",Pre-owned,£487.63
*3 Years WW* HP ProBook 450 G3 i5-6200U 16GB 120GB SSD W10H FHD Cam,Pre-owned,£205.32
*3 Years WW* Lenovo ThinkPad T420 i5-2520M 4GB 1TB DVD W7 uCam,Pre-owned,£98.38
*1 Year WW* Acer Aspire ES1-432 N3350 8GB 1TB W10H HDTV Cam,Pre-owned,£118.91
*3 Years WW* HP EliteBook 850 G1 i5-4300U 16GB 120GB SSD W10P Cam,Pre-owned,£163.40
